title,link,excerpt,published_at,funding_round,money_raised
Online Marketing Platform SocialChorus Raises $2.5M Series A,https://techcrunch.com/2013/08/20/socialchorus-seriesa/,"Online marketing platform SocialChorus has closed $2.5 million in Series A funding, bringing its total amount raised so far to $8 million. The San Francisco-based startup added a new investor, Windfor...",2013/08/20,Series A,$2.5 M
Digg Raises $4M Series A From Betaworks Backer Digital Garage,https://techcrunch.com/2015/11/13/digg-raises-4m-series-a-from-betaworks-backer-digital-garage/,"More interesting developments for Digg, the Internet curation site founded way back in 2004 that was acquired and relaunched by Betaworks in 2012. The site has announced a ""Series A"" of $4 million, an...",2015/11/13,Series A,$4 M
Chinese Education App XueXiBao Raises $20M Series B From SoftBank And GSR,https://techcrunch.com/2015/01/18/xuexibao/,"XueXiBao, a homework help app, is the latest educational tech startup in China to receive funding. SoftBank China Venture Capital, an arm of the Japanese telecom giant, and returning investor GSR Vent...",2015/01/18,Series B,$20 M
Business Currency Exchange Startup Kantox Raises $11M Series B,https://techcrunch.com/2015/05/27/kantox-series-b/,"Another London-headquartered fintech startup, albeit one with a development and marketing team in Spain, has raised more capital of its own. This time it's the turn of Kantox. The currency exchange ma...",2015/05/27,Series B,$11 M
Datos IO Raises $12.5M Series A Round For Its Big Data Recovery Platform,https://techcrunch.com/2015/09/15/datos-io-raises-12-50m-series-a-round-for-its-big-data-recovery-platfrom/,"When you have a lot of data in your data warehouse, NoSQLÂ database or cloud-native data store, recovering all of that data after it has become corrupted or inaccurate is difficult. Datos IO, which was...",2015/09/15,Series A,$12.5 M
ClusterHQ Raises $12M Series A Round To Expand Its Container Data Management Service,https://techcrunch.com/2015/02/05/clusterhq-raises-12m-series-a-round-to-help-developers-run-databases-in-docker-containers/,"ClusterHQ today announced that it has raised a $12 million Series A round led by Accel Partners London, with participation from Canaan Partners and existing investors. The company may not be a househo...",2015/02/05,Series A,$12 M
Enterprise SaaS Marketplace AppDirect Raises $140M Series E Round Led By J.P. Morgan,https://techcrunch.com/2015/10/07/enterprise-saas-marketplace-appdirect-raises-140m-series-e-round-led-by-j-p-morgan/,"AppDirect makes it easier for enterprises to buy cloud services from the likes of Box, Google, Symantec and others (and serves as a kind of referral service for these businesses). The company today an...",2015/10/07,Series E,$140 M
"Hatch Baby, Maker Of Smart Products For New Parents, Raises $7M Series A From True Ventures",https://techcrunch.com/2015/10/15/hatch-baby/,"Hatch Baby, whose Smart Changing Pad is due to ship soon, plans to conceive new tech-based services for parents after raising a $7 million Series A from True Ventures. Other participants in the round ...",2015/10/15,Series A,$7 M
SeamlessDocs Raises $5 Million Series A To Bring Government Forms Online,https://techcrunch.com/2015/12/04/seamlessdocs-raises-5-million-series-a-to-bring-government-forms-online/,"SeamlessDocs, the document automation portal for governments, has announced the close of a $5 million Series A funding round led by the Govtech Fund The startup originally launched as Bizodo out of th...",2015/12/04,Series A,$5 M
"Athens-founded Transifex Raises $4M In Series A, Led by Toba Capital",https://techcrunch.com/2015/07/07/athens-founded-transifex-raises-4m-in-series-a-led-by-toba-capital/,"Amid the craziness of Greece right now, at least some startups are still 'keeping on keeping on'. To that end, localisation software startup Transifex has secured $4 million in Series A funding, led b...",2015/07/07,Series A,$4 M
Nucleus raises $5.6M in Series A funding led by Amazonâ??s Alexa fund,https://techcrunch.com/2016/09/21/nucleus-raises-5-6m-in-series-a-funding-led-by-amazons-alexa-fund/,"Nucleus, the home intercom system which started shipping in August, has closed $5.6M in Series A Funding. The round was led by Amazon's Alexa fund, which invests in promising startups thatÂ incorporate...",2016/09/21,Series A,$5.6 M
Fuji adds even more colors of the rainbow to the Z-series,https://techcrunch.com/2008/01/24/fuji-adds-even-more-colors-of-the-rainbow-to-the-z-series/,"For the fun, zany, quirky folks comes the FinePix Z20fd. The 10-megapixel shooter comes in a variety of colors and features a Fujinon 3x optical zoom lens, 2.5-inch LCD, 45MB of internal storage and a...",2008/01/24,NA, 45 M
Hardware Battlefield Alum Health2Sync raises $3 million Series A round,https://techcrunch.com/2016/08/30/hardware-battlefield-alum-health2sync-raises-3-million-series-a-round/,"When it comes to keeping track of diabetes, the manual process can be a bit of a pain. Healthtech startup Health2Sync, which launched at the Hardware Battlefield at CES 2014, wants to change all that ...",2016/08/30,Series A,$3 M
Clearpath Robotics raises $30 million to become a Tesla for the factory floor,https://techcrunch.com/2016/10/05/clearpath-robotics-raises-30-million-to-become-a-tesla-for-the-factory-floor/,Ontario tech firm Clearpath Robotics has raised $30 million in a Series B round of venture funding to scale up production of its self-driving vehicles. Theyâ??re not exactly Teslas or Google self-drivin...,2016/10/05,Series B,$30 M
Uniplaces Raises $24M In Series A Funding From Atomico And Angels,https://techcrunch.com/2015/11/03/uniplaces-raises-24m-in-series-a-funding-from-atomico-and-angels/,"Last year Uniplaces, startup founded back in 2012 which runs an online booking platform focused on student accommodation, pulled in Â£2.2 million ($3.5 million) in Series A funding led by Octopus Inves...",2015/11/03,Series A,$24 M
"Redis Labs Raises $15M Series B For Its In-Memory, NoSQL Database Service",https://techcrunch.com/2015/06/25/redis-labs-raises-15m-series-b-for-its-in-memory-nosql-database-service/,"Redis Labs, a company that offers enterprise-grade services around the open-source NoSQL Redis database and memcachedÂ object caching system, today announced that it has closed a $15 million Series B f...",2015/06/25,Series B,$15 M
"JustAnswer Becomes Pearl.com, Raises $25 Million Series A",https://techcrunch.com/2012/06/19/justanswer-becomes-pearl-com-raises-25-million-series-a/,"Eight-year old JustAnswer.com, which bills itself as a Quora competitor (but looked decidedly less hip), is announcing a rebranding and a new infusion of capital today. The site is becomingÂ Pearl.com,...",2012/06/19,Series A,$25 M
ZappRx Raises $5.6 Million In Series A Funding To Expand The Company,https://techcrunch.com/2015/04/02/zapprx-raises-5-6-million-in-series-a-funding-to-expand-the-company/,Pharmacy coordination platform ZappRx announced it has raised $5.6 million in Series A funding today. The new financing will go to further build upon ZappRx's prescription data automation technology a...,2015/04/02,Series A,$5.6 M
Tile raises $18 million to make personal belongings easy to find,https://techcrunch.com/2016/06/02/tile-raises-18-million-to-make-personal-belongings-easy-to-find/,"To help people find lost, stolen or misplaced personal effects with the proverbial touch of a button, a startup called Tile has raised $18 million in a Series B funding round led by Bessemer Venture P...",2016/06/02,Series B,$18 M
Cloud Printing And Shipping Service Lob Raises $7M Series A,https://techcrunch.com/2014/09/08/lob-series-a/,"Y Combinator-backed Lob, which creates a developer API that lets companies integrate printing and shipping services into their apps, has raised a $7 million Series A round led by Polaris Partners with...",2014/09/08,Series A,$7 M
Mobile Lifecycle Marketing Firm Leanplum Raises A $11.6M Series B Round Led By Kleiner Perkins,https://techcrunch.com/2015/08/05/mobile-lifecycle-marketing-firm-leanplum-raises-11-6m-series-b-round-led-by-kleiner-perkins/,"Leanplum, a service that helps developers and marketers engage with mobile users through personalized messages, dynamic UI optimization and A/B testing services, today announced that it has raised a $...",2015/08/05,Series B,$11.6 M
MADE.com raises Â£6m in Series B financing,https://techcrunch.com/2012/01/11/made-com-raises-6m-in-series-b-financing-3/,"Apparently, ""there are only three areas in ecommerce to build billion dollar business: amazon, zappos and furniture"". That's at least according to Oliver Samwer of clone factory Rocket Internet in Ber...",2012/01/11,Series B,£6 M
"Tally raises $15 million for app to make credit cards less expensive, easier to manage",https://techcrunch.com/2016/05/19/tally-raises-15-million-for-app-to-make-credit-cards-less-expensive-easier-to-manage/,"San Francisco-based Tally TechnologiesÂ raised $15 million in Series A venture funding to launch an app that promises to help people maintain good credit while avoiding fees, charges and other credit c...",2016/05/19,Series A,$15 M
"SeedInvest Raises Series A On Its Own Crowdfunding Platform, $2M Committed So Far",https://techcrunch.com/2014/04/14/seedinvest-raises-series-a-on-its-own-crowdfunding-platform-2m-committed-so-far/,"SeedInvest, the equity crowdfunding platform based in New York that helps other startups (like Vengo Labs) raise rounds, is today launching a campaign on its own platform to complete an intended $3 mi...",2014/04/14,Series A,$2 M
GrabTaxi Raises $15M Series B Led By GGV Capital,https://techcrunch.com/2014/05/28/grabtaxi-raises-15m-series-b-led-by-ggv-capital/,"GrabTaxi, the taxi-calling app that claims to be the largest in Southeast Asia, said today that it has raised a $15 million Series B led by GGV Capital with participation from Qunar and returning inve...",2014/05/28,Series B,$15 M
"SuperAwesome, The â??Kid-Safeâ?? Marketing Platform, Raises $7M Series A",https://techcrunch.com/2015/07/20/youll-never-win-anything-with-kids/,"SuperAwesome, the U.K.-headquartered 'kid safe' digital marketing platform that enables brands to put their wares in front of children, has raised a $7 million Series A. The company will use the money...",2015/07/20,Series A,$7 M
Credit Rating Startup Kreditech Raises A $40M Series B Round,https://techcrunch.com/2014/06/24/credit-rating-startup-kreditech-raises-a-40m-series-b-round/,"Kreditech, the credit rating service for enterprise which offer micro-loans to costumers based on social and commerce data, has closed a $40 million Series B funding round, the largest ever for a Germ...",2014/06/24,Series B,$40 M
Disrupt Finalist Boomerang Commerce Raises $8.5M Series A Round For Its Price Optimization Service,https://techcrunch.com/2014/07/16/disrupt-finalist-boomerang-commerce-raises-8-5m-series-a-round-for-its-price-optimization-service/,"Boomerang Commerce, one of our six finalists at the latest Disrupt in New York, today announced that it has raised an $8.5 million Series A round. The round was led by Madrona Venture Group and Trinit...",2014/07/16,Series A,$8.5 M
